benchmarkName countNodes dynamic repair partialObservable FAULT AND OR VOTE SPARE POR_I PAND_I SAND POR PAND BASIC_EVENT FDEP RDEP PDEP MONITOR DELAY SEQ
cm_2_2_2_dp_x-repair.dft 72 true true false 25 0 0 15 8 0 0 0 0 0 24 0 0 0 0 0 0
cm_2_2_2_sp_x-repair.dft 66 true true false 23 0 0 13 8 0 0 0 0 0 22 0 0 0 0 0 0
cm_2_2_3_dp_x-repair.dft 96 true true false 33 0 0 19 12 0 0 0 0 0 32 0 0 0 0 0 0
cm_2_2_3_sp_x-repair.dft 90 true true false 31 0 0 17 12 0 0 0 0 0 30 0 0 0 0 0 0
cm_2_2_4_dp_x-repair.dft 124 true true false 43 0 0 23 16 0 0 0 0 0 42 0 0 0 0 0 0
cm_2_2_4_sp_x-repair.dft 118 true true false 41 0 0 21 16 0 0 0 0 0 40 0 0 0 0 0 0
cm_3_1_2_dp_x-repair.dft 107 true true false 37 0 0 22 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_1_2_sp_x-repair.dft 98 true true false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_1_3_dp_x-repair.dft 143 true true false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_1_3_sp_x-repair.dft 134 true true false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_1_4_dp_x-repair.dft 185 true true false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_1_4_sp_x-repair.dft 176 true true false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_2_2_dp_x-repair.dft 107 true true false 37 0 0 22 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_2_2_sp_x-repair.dft 98 true true false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_2_3_dp_x-repair.dft 143 true true false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_2_3_sp_x-repair.dft 134 true true false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_2_4_dp_x-repair.dft 185 true true false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_2_4_sp_x-repair.dft 176 true true false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_3_2_dp_x-repair.dft 107 true true false 37 0 0 22 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_3_2_sp_x-repair.dft 98 true true false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_3_3_dp_x-repair.dft 143 true true false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_3_3_sp_x-repair.dft 134 true true false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_3_4_dp_x-repair.dft 185 true true false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_3_4_sp_x-repair.dft 176 true true false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
