benchmarkName countNodes dynamic repair partialObservable FAULT AND OR VOTE SPARE POR_I PAND_I SAND POR PAND BASIC_EVENT FDEP RDEP PDEP MONITOR DELAY SEQ
rc.25-1-hc-po-5.dft 606 true false true 142 0 0 34 3 0 0 0 1 0 141 26 0 0 259 0 0
rc.25-1-sc-po-5.dft 550 true false true 130 0 0 29 1 0 0 0 1 0 129 25 0 0 235 0 0
rc.25-25-hc-po-5.dft 1016 true false true 214 0 0 83 27 0 0 0 25 0 213 26 0 0 428 0 0
rc.25-25-sc-po-5.dft 960 true false true 202 0 0 78 25 0 0 0 25 0 201 25 0 0 404 0 0
rc.3-1-hc-po-5.dft 144 true false true 32 0 0 12 3 0 0 0 1 0 31 4 0 0 61 0 0
rc.3-1-sc-po-5.dft 88 true false true 20 0 0 7 1 0 0 0 1 0 19 3 0 0 37 0 0
rc.3-2-hc-po-5.dft 163 true false true 35 0 0 15 4 0 0 0 2 0 34 4 0 0 69 0 0
rc.3-2-sc-po-5.dft 107 true false true 23 0 0 10 2 0 0 0 2 0 22 3 0 0 45 0 0
rc.3-3-hc-po-5.dft 180 true false true 38 0 0 17 5 0 0 0 3 0 37 4 0 0 76 0 0
rc.3-3-sc-po-5.dft 124 true false true 26 0 0 12 3 0 0 0 3 0 25 3 0 0 52 0 0
rc.3-4-hc-po-5.dft 197 true false true 41 0 0 19 6 0 0 0 4 0 40 4 0 0 83 0 0
rc.3-4-sc-po-5.dft 141 true false true 29 0 0 14 4 0 0 0 4 0 28 3 0 0 59 0 0
rc.30-1-hc-po-5.dft 711 true false true 167 0 0 39 3 0 0 0 1 0 166 31 0 0 304 0 0
rc.30-1-sc-po-5.dft 655 true false true 155 0 0 34 1 0 0 0 1 0 154 30 0 0 280 0 0
rc.30-30-hc-po-5.dft 1206 true false true 254 0 0 98 32 0 0 0 30 0 253 31 0 0 508 0 0
rc.30-30-sc-po-5.dft 1150 true false true 242 0 0 93 30 0 0 0 30 0 241 30 0 0 484 0 0
rc.4-1-hc-po-5.dft 165 true false true 37 0 0 13 3 0 0 0 1 0 36 5 0 0 70 0 0
rc.4-1-sc-po-5.dft 109 true false true 25 0 0 8 1 0 0 0 1 0 24 4 0 0 46 0 0
rc.4-2-hc-po-5.dft 184 true false true 40 0 0 16 4 0 0 0 2 0 39 5 0 0 78 0 0
rc.4-2-sc-po-5.dft 128 true false true 28 0 0 11 2 0 0 0 2 0 27 4 0 0 54 0 0
rc.4-3-hc-po-5.dft 201 true false true 43 0 0 18 5 0 0 0 3 0 42 5 0 0 85 0 0
rc.4-3-sc-po-5.dft 145 true false true 31 0 0 13 3 0 0 0 3 0 30 4 0 0 61 0 0
rc.4-4-hc-po-5.dft 218 true false true 46 0 0 20 6 0 0 0 4 0 45 5 0 0 92 0 0
rc.4-4-sc-po-5.dft 162 true false true 34 0 0 15 4 0 0 0 4 0 33 4 0 0 68 0 0
rc.5-1-hc-po-5.dft 186 true false true 42 0 0 14 3 0 0 0 1 0 41 6 0 0 79 0 0
rc.5-1-sc-po-5.dft 130 true false true 30 0 0 9 1 0 0 0 1 0 29 5 0 0 55 0 0
rc.5-5-hc-po-5.dft 256 true false true 54 0 0 23 7 0 0 0 5 0 53 6 0 0 108 0 0
rc.5-5-sc-po-5.dft 200 true false true 42 0 0 18 5 0 0 0 5 0 41 5 0 0 84 0 0
