benchmarkName countNodes dynamic repair partialObservable FAULT AND OR VOTE SPARE POR_I PAND_I SAND POR PAND BASIC_EVENT FDEP RDEP PDEP MONITOR DELAY SEQ
rc.3-4-sc-repair-po-3.dft 113 true true true 29 0 0 14 4 0 0 0 4 0 28 3 0 0 31 0 0
rc.30-1-hc-repair-po-3.dft 582 true true true 167 0 0 39 3 0 0 0 1 0 166 31 0 0 175 0 0
rc.30-1-sc-repair-po-3.dft 535 true true true 155 0 0 34 1 0 0 0 1 0 154 30 0 0 160 0 0
rc.30-30-hc-repair-po-3.dft 957 true true true 254 0 0 98 32 0 0 0 30 0 253 31 0 0 259 0 0
rc.30-30-sc-repair-po-3.dft 910 true true true 242 0 0 93 30 0 0 0 30 0 241 30 0 0 244 0 0
rc.4-1-hc-repair-po-3.dft 140 true true true 37 0 0 13 3 0 0 0 1 0 36 5 0 0 45 0 0
rc.4-1-sc-repair-po-3.dft 93 true true true 25 0 0 8 1 0 0 0 1 0 24 4 0 0 30 0 0
rc.4-2-hc-repair-po-3.dft 151 true true true 40 0 0 16 4 0 0 0 2 0 39 5 0 0 45 0 0
rc.4-2-sc-repair-po-3.dft 104 true true true 28 0 0 11 2 0 0 0 2 0 27 4 0 0 30 0 0
rc.4-3-hc-repair-po-3.dft 164 true true true 43 0 0 18 5 0 0 0 3 0 42 5 0 0 48 0 0
rc.4-3-sc-repair-po-3.dft 117 true true true 31 0 0 13 3 0 0 0 3 0 30 4 0 0 33 0 0
rc.4-4-hc-repair-po-3.dft 177 true true true 46 0 0 20 6 0 0 0 4 0 45 5 0 0 51 0 0
rc.4-4-sc-repair-po-3.dft 130 true true true 34 0 0 15 4 0 0 0 4 0 33 4 0 0 36 0 0
rc.5-1-hc-repair-po-3.dft 157 true true true 42 0 0 14 3 0 0 0 1 0 41 6 0 0 50 0 0
rc.5-1-sc-repair-po-3.dft 110 true true true 30 0 0 9 1 0 0 0 1 0 29 5 0 0 35 0 0
rc.5-5-hc-repair-po-3.dft 207 true true true 54 0 0 23 7 0 0 0 5 0 53 6 0 0 59 0 0
rc.5-5-sc-repair-po-3.dft 160 true true true 42 0 0 18 5 0 0 0 5 0 41 5 0 0 44 0 0
