benchmarkName,countNodes,dynamic,repair,partialObservable,FAULT,AND,OR,VOTE,SPARE,POR_I,PAND_I,SAND,POR,PAND,BASIC_EVENT,FDEP,RDEP,PDEP,MONITOR,DELAY,SEQ
cm_1_1_5_sp_x.dft,71,true,false,false,25,1,11,0,10,0,0,0,0,0,24,0,0,0,0,0,0
cm_1_1_6_dp_x.dft,88,true,false,false,31,2,13,0,12,0,0,0,0,0,30,0,0,0,0,0,0
cm_1_1_6_sp_x.dft,85,true,false,false,30,1,13,0,12,0,0,0,0,0,29,0,0,0,0,0,0
cm_1_1_7_dp_x.dft,100,true,false,false,35,2,15,0,14,0,0,0,0,0,34,0,0,0,0,0,0
cm_1_1_7_sp_x.dft,97,true,false,false,34,1,15,0,14,0,0,0,0,0,33,0,0,0,0,0,0
cm_1_1_8_dp_x.dft,114,true,false,false,40,2,17,0,16,0,0,0,0,0,39,0,0,0,0,0,0
cm_1_1_8_sp_x.dft,111,true,false,false,39,1,17,0,16,0,0,0,0,0,38,0,0,0,0,0,0
cm_1_1_9_dp_x.dft,126,true,false,false,44,2,19,0,18,0,0,0,0,0,43,0,0,0,0,0,0
cm_1_1_9_sp_x.dft,123,true,false,false,43,1,19,0,18,0,0,0,0,0,42,0,0,0,0,0,0
cm_2_1_2_dp_x.dft,72,true,false,false,25,5,10,0,8,0,0,0,0,0,24,0,0,0,0,0,0
cm_2_1_2_sp_x.dft,66,true,false,false,23,3,10,0,8,0,0,0,0,0,22,0,0,0,0,0,0
cm_2_1_3_dp_x.dft,96,true,false,false,33,5,14,0,12,0,0,0,0,0,32,0,0,0,0,0,0
cm_2_1_3_sp_x.dft,90,true,false,false,31,3,14,0,12,0,0,0,0,0,30,0,0,0,0,0,0
cm_2_1_4_dp_x.dft,124,true,false,false,43,5,18,0,16,0,0,0,0,0,42,0,0,0,0,0,0
cm_2_1_4_sp_x.dft,118,true,false,false,41,3,18,0,16,0,0,0,0,0,40,0,0,0,0,0,0
cm_2_2_2_dp_x.dft,72,true,false,false,25,4,11,0,8,0,0,0,0,0,24,0,0,0,0,0,0
cm_2_2_2_sp_x.dft,66,true,false,false,23,2,11,0,8,0,0,0,0,0,22,0,0,0,0,0,0
cm_2_2_3_dp_x.dft,96,true,false,false,33,4,15,0,12,0,0,0,0,0,32,0,0,0,0,0,0
cm_2_2_3_sp_x.dft,90,true,false,false,31,2,15,0,12,0,0,0,0,0,30,0,0,0,0,0,0
cm_2_2_4_dp_x.dft,124,true,false,false,43,4,19,0,16,0,0,0,0,0,42,0,0,0,0,0,0
cm_2_2_4_sp_x.dft,118,true,false,false,41,2,19,0,16,0,0,0,0,0,40,0,0,0,0,0,0
cm_3_1_2_dp_x.dft,107,true,false,false,37,7,15,0,12,0,0,0,0,0,36,0,0,0,0,0,0
cm_3_1_2_sp_x.dft,98,true,false,false,34,4,15,0,12,0,0,0,0,0,33,0,0,0,0,0,0
cm_3_1_3_dp_x.dft,143,true,false,false,49,7,21,0,18,0,0,0,0,0,48,0,0,0,0,0,0
cm_3_1_3_sp_x.dft,134,true,false,false,46,4,21,0,18,0,0,0,0,0,45,0,0,0,0,0,0
cm_3_1_4_dp_x.dft,185,true,false,false,64,7,27,0,24,0,0,0,0,0,63,0,0,0,0,0,0
cm_3_1_4_sp_x.dft,176,true,false,false,61,4,27,0,24,0,0,0,0,0,60,0,0,0,0,0,0
cm_3_2_2_dp_x.dft,107,true,false,false,37,6,15,1,12,0,0,0,0,0,36,0,0,0,0,0,0
cm_3_2_2_sp_x.dft,98,true,false,false,34,3,15,1,12,0,0,0,0,0,33,0,0,0,0,0,0
cm_3_2_3_dp_x.dft,143,true,false,false,49,6,21,1,18,0,0,0,0,0,48,0,0,0,0,0,0
cm_3_2_3_sp_x.dft,134,true,false,false,46,3,21,1,18,0,0,0,0,0,45,0,0,0,0,0,0
cm_3_2_4_dp_x.dft,185,true,false,false,64,6,27,1,24,0,0,0,0,0,63,0,0,0,0,0,0
cm_3_2_4_sp_x.dft,176,true,false,false,61,3,27,1,24,0,0,0,0,0,60,0,0,0,0,0,0
cm_3_3_2_dp_x.dft,107,true,false,false,37,6,16,0,12,0,0,0,0,0,36,0,0,0,0,0,0
cm_3_3_2_sp_x.dft,98,true,false,false,34,3,16,0,12,0,0,0,0,0,33,0,0,0,0,0,0
cm_3_3_3_dp_x.dft,143,true,false,false,49,6,22,0,18,0,0,0,0,0,48,0,0,0,0,0,0
cm_3_3_3_sp_x.dft,134,true,false,false,46,3,22,0,18,0,0,0,0,0,45,0,0,0,0,0,0
cm_3_3_4_dp_x.dft,185,true,false,false,64,6,28,0,24,0,0,0,0,0,63,0,0,0,0,0,0
cm_3_3_4_sp_x.dft,176,true,false,false,61,3,28,0,24,0,0,0,0,0,60,0,0,0,0,0,0
hecs_1_1.dft,32,true,false,false,13,2,2,1,2,0,0,0,0,0,12,0,0,0,0,0,0
hecs_2_1.dft,64,true,false,false,25,5,4,2,4,0,0,0,0,0,24,0,0,0,0,0,0
hecs_2_2.dft,64,true,false,false,25,4,5,2,4,0,0,0,0,0,24,0,0,0,0,0,0
hecs_3_1.dft,95,true,false,false,37,7,6,3,6,0,0,0,0,0,36,0,0,0,0,0,0
hecs_3_3.dft,95,true,false,false,37,6,7,3,6,0,0,0,0,0,36,0,0,0,0,0,0
hecs_4_1.dft,126,true,false,false,49,9,8,4,8,0,0,0,0,0,48,0,0,0,0,0,0
hecs_4_2.dft,126,true,false,false,49,8,8,5,8,0,0,0,0,0,48,0,0,0,0,0,0
hecs_4_3.dft,126,true,false,false,49,8,8,5,8,0,0,0,0,0,48,0,0,0,0,0,0
hecs_4_4.dft,126,true,false,false,49,8,9,4,8,0,0,0,0,0,48,0,0,0,0,0,0
hecs_5_1.dft,157,true,false,false,61,11,10,5,10,0,0,0,0,0,60,0,0,0,0,0,0
hecs_5_5.dft,157,true,false,false,61,10,11,5,10,0,0,0,0,0,60,0,0,0,0,0,0
hecs_6_1.dft,188,true,false,false,73,13,12,6,12,0,0,0,0,0,72,0,0,0,0,0,0
hecs_6_6.dft,188,true,false,false,73,12,13,6,12,0,0,0,0,0,72,0,0,0,0,0,0
hecs_7_1.dft,219,true,false,false,85,15,14,7,14,0,0,0,0,0,84,0,0,0,0,0,0
hecs_7_7.dft,219,true,false,false,85,14,15,7,14,0,0,0,0,0,84,0,0,0,0,0,0
hecs_8_1.dft,250,true,false,false,97,17,16,8,16,0,0,0,0,0,96,0,0,0,0,0,0
hecs_8_8.dft,250,true,false,false,97,16,17,8,16,0,0,0,0,0,96,0,0,0,0,0,0
hemps.dft,33,true,false,false,11,2,5,0,2,0,0,0,0,2,10,1,0,0,0,0,0
nppwp.dft,24,true,false,false,8,0,4,0,3,0,0,0,0,1,7,1,0,0,0,0,0
rc.1-1-hc.dft,57,true,false,false,22,2,4,2,3,0,0,0,0,1,21,2,0,0,0,0,0
rc.1-1-sc.dft,25,true,false,false,10,0,2,1,1,0,0,0,0,1,9,1,0,0,0,0,0
rc.1-10-hc.dft,139,true,false,false,49,2,14,2,12,0,0,0,0,10,48,2,0,0,0,0,0
rc.1-10-sc.dft,107,true,false,false,37,0,12,1,10,0,0,0,0,10,36,1,0,0,0,0,0
rc.1-15-hc.dft,184,true,false,false,64,2,19,2,17,0,0,0,0,15,63,2,0,0,0,0,0
rc.1-15-sc.dft,152,true,false,false,52,0,17,1,15,0,0,0,0,15,51,1,0,0,0,0,0
rc.1-2-hc.dft,67,true,false,false,25,2,6,2,4,0,0,0,0,2,24,2,0,0,0,0,0
rc.1-2-sc.dft,35,true,false,false,13,0,4,1,2,0,0,0,0,2,12,1,0,0,0,0,0
rc.1-20-hc.dft,229,true,false,false,79,2,24,2,22,0,0,0,0,20,78,2,0,0,0,0,0
rc.1-20-sc.dft,197,true,false,false,67,0,22,1,20,0,0,0,0,20,66,1,0,0,0,0,0
rc.1-25-hc.dft,274,true,false,false,94,2,29,2,27,0,0,0,0,25,93,2,0,0,0,0,0
rc.1-25-sc.dft,242,true,false,false,82,0,27,1,25,0,0,0,0,25,81,1,0,0,0,0,0
rc.1-3-hc.dft,76,true,false,false,28,2,7,2,5,0,0,0,0,3,27,2,0,0,0,0,0
rc.1-3-sc.dft,44,true,false,false,16,0,5,1,3,0,0,0,0,3,15,1,0,0,0,0,0
rc.1-30-hc.dft,319,true,false,false,109,2,34,2,32,0,0,0,0,30,108,2,0,0,0,0,0
rc.1-30-sc.dft,287,true,false,false,97,0,32,1,30,0,0,0,0,30,96,1,0,0,0,0,0
rc.1-4-hc.dft,85,true,false,false,31,2,8,2,6,0,0,0,0,4,30,2,0,0,0,0,0
rc.1-4-sc.dft,53,true,false,false,19,0,6,1,4,0,0,0,0,4,18,1,0,0,0,0,0
rc.1-5-hc.dft,94,true,false,false,34,2,9,2,7,0,0,0,0,5,33,2,0,0,0,0,0
rc.1-5-sc.dft,62,true,false,false,22,0,7,1,5,0,0,0,0,5,21,1,0,0,0,0,0
rc.10-1-hc.dft,166,true,false,false,67,2,5,11,3,0,0,0,0,1,66,11,0,0,0,0,0
rc.10-1-sc.dft,134,true,false,false,55,0,3,10,1,0,0,0,0,1,54,10,0,0,0,0,0
rc.10-10-hc.dft,248,true,false,false,94,2,15,11,12,0,0,0,0,10,93,11,0,0,0,0,0
rc.10-10-sc.dft,216,true,false,false,82,0,13,10,10,0,0,0,0,10,81,10,0,0,0,0,0
rc.15-1-hc.dft,226,true,false,false,92,2,5,16,3,0,0,0,0,1,91,16,0,0,0,0,0
rc.15-1-sc.dft,194,true,false,false,80,0,3,15,1,0,0,0,0,1,79,15,0,0,0,0,0
rc.15-15-hc.dft,353,true,false,false,134,2,20,16,17,0,0,0,0,15,133,16,0,0,0,0,0
rc.15-15-sc.dft,321,true,false,false,122,0,18,15,15,0,0,0,0,15,121,15,0,0,0,0,0
rc.2-1-hc.dft,70,true,false,false,27,2,5,3,3,0,0,0,0,1,26,3,0,0,0,0,0
rc.2-1-sc.dft,38,true,false,false,15,0,3,2,1,0,0,0,0,1,14,2,0,0,0,0,0
rc.2-2-hc.dft,80,true,false,false,30,2,7,3,4,0,0,0,0,2,29,3,0,0,0,0,0
rc.2-2-sc.dft,48,true,false,false,18,0,5,2,2,0,0,0,0,2,17,2,0,0,0,0,0
rc.2-3-hc.dft,89,true,false,false,33,2,8,3,5,0,0,0,0,3,32,3,0,0,0,0,0
rc.2-3-sc.dft,57,true,false,false,21,0,6,2,3,0,0,0,0,3,20,2,0,0,0,0,0
rc.2-4-hc.dft,98,true,false,false,36,2,9,3,6,0,0,0,0,4,35,3,0,0,0,0,0
rc.2-4-sc.dft,66,true,false,false,24,0,7,2,4,0,0,0,0,4,23,2,0,0,0,0,0
rc.20-1-hc.dft,286,true,false,false,117,2,5,21,3,0,0,0,0,1,116,21,0,0,0,0,0
rc.20-1-sc.dft,254,true,false,false,105,0,3,20,1,0,0,0,0,1,104,20,0,0,0,0,0
rc.20-20-hc.dft,458,true,false,false,174,2,25,21,22,0,0,0,0,20,173,21,0,0,0,0,0
rc.20-20-sc.dft,426,true,false,false,162,0,23,20,20,0,0,0,0,20,161,20,0,0,0,0,0
rc.25-1-hc.dft,346,true,false,false,142,2,5,26,3,0,0,0,0,1,141,26,0,0,0,0,0
rc.25-1-sc.dft,314,true,false,false,130,0,3,25,1,0,0,0,0,1,129,25,0,0,0,0,0
rc.25-25-hc.dft,563,true,false,false,214,2,30,26,27,0,0,0,0,25,213,26,0,0,0,0,0
rc.25-25-sc.dft,531,true,false,false,202,0,28,25,25,0,0,0,0,25,201,25,0,0,0,0,0
rc.3-1-hc.dft,82,true,false,false,32,2,5,4,3,0,0,0,0,1,31,4,0,0,0,0,0
rc.3-1-sc.dft,50,true,false,false,20,0,3,3,1,0,0,0,0,1,19,3,0,0,0,0,0
rc.3-2-hc.dft,92,true,false,false,35,2,7,4,4,0,0,0,0,2,34,4,0,0,0,0,0
rc.3-2-sc.dft,60,true,false,false,23,0,5,3,2,0,0,0,0,2,22,3,0,0,0,0,0
rc.3-3-hc.dft,101,true,false,false,38,2,8,4,5,0,0,0,0,3,37,4,0,0,0,0,0
rc.3-3-sc.dft,69,true,false,false,26,0,6,3,3,0,0,0,0,3,25,3,0,0,0,0,0
rc.3-4-hc.dft,110,true,false,false,41,2,9,4,6,0,0,0,0,4,40,4,0,0,0,0,0
rc.3-4-sc.dft,78,true,false,false,29,0,7,3,4,0,0,0,0,4,28,3,0,0,0,0,0
rc.30-1-hc.dft,406,true,false,false,167,2,5,31,3,0,0,0,0,1,166,31,0,0,0,0,0
rc.30-1-sc.dft,374,true,false,false,155,0,3,30,1,0,0,0,0,1,154,30,0,0,0,0,0
rc.30-30-hc.dft,668,true,false,false,254,2,35,31,32,0,0,0,0,30,253,31,0,0,0,0,0
rc.30-30-sc.dft,636,true,false,false,242,0,33,30,30,0,0,0,0,30,241,30,0,0,0,0,0
rc.4-1-hc.dft,94,true,false,false,37,2,5,5,3,0,0,0,0,1,36,5,0,0,0,0,0
rc.4-1-sc.dft,62,true,false,false,25,0,3,4,1,0,0,0,0,1,24,4,0,0,0,0,0
rc.4-2-hc.dft,104,true,false,false,40,2,7,5,4,0,0,0,0,2,39,5,0,0,0,0,0
rc.4-2-sc.dft,72,true,false,false,28,0,5,4,2,0,0,0,0,2,27,4,0,0,0,0,0
rc.4-3-hc.dft,113,true,false,false,43,2,8,5,5,0,0,0,0,3,42,5,0,0,0,0,0
rc.4-3-sc.dft,81,true,false,false,31,0,6,4,3,0,0,0,0,3,30,4,0,0,0,0,0
rc.4-4-hc.dft,122,true,false,false,46,2,9,5,6,0,0,0,0,4,45,5,0,0,0,0,0
rc.4-4-sc.dft,90,true,false,false,34,0,7,4,4,0,0,0,0,4,33,4,0,0,0,0,0
rc.5-1-hc.dft,106,true,false,false,42,2,5,6,3,0,0,0,0,1,41,6,0,0,0,0,0
rc.5-1-sc.dft,74,true,false,false,30,0,3,5,1,0,0,0,0,1,29,5,0,0,0,0,0
rc.5-5-hc.dft,143,true,false,false,54,2,10,6,7,0,0,0,0,5,53,6,0,0,0,0,0
rc.5-5-sc.dft,111,true,false,false,42,0,8,5,5,0,0,0,0,5,41,5,0,0,0,0,0
vgs_1.dft,212,true,false,false,74,10,27,3,0,0,0,0,0,0,73,15,0,0,0,0,10
vgs_2.dft,198,true,false,false,68,14,25,1,0,0,0,0,0,0,67,13,0,0,0,0,10
vgs_3.dft,159,true,false,false,55,10,20,1,0,0,0,0,0,0,54,11,0,0,0,0,8
vgs_4.dft,161,true,false,false,55,9,21,1,1,0,0,0,0,1,54,11,0,0,0,0,8
vgs_5.dft,164,true,false,false,56,10,23,1,0,0,0,0,0,0,55,13,0,0,0,0,6
vgs_6.dft,181,true,false,false,62,12,24,1,0,0,0,0,0,0,61,13,0,0,0,0,8
vgs_7.dft,255,true,false,false,88,19,30,1,0,0,0,0,0,0,87,16,0,0,0,0,14
vgs_8.dft,294,true,false,false,100,25,33,1,0,0,0,0,0,0,99,16,0,0,0,0,20
