benchmarkName,time,maxStates,maxTransitions
rc.1-20-sc-repair.dft,N/A,N/A,N/A
rc.1-25-hc-repair.dft,N/A,N/A,N/A
rc.1-25-sc-repair.dft,N/A,N/A,N/A
rc.1-3-hc-repair.dft,N/A,N/A,N/A
rc.1-3-sc-repair.dft,N/A,N/A,N/A
rc.1-30-hc-repair.dft,N/A,N/A,N/A
rc.1-30-sc-repair.dft,N/A,N/A,N/A
rc.1-4-hc-repair.dft,N/A,N/A,N/A
rc.1-4-sc-repair.dft,N/A,N/A,N/A
rc.1-5-hc-repair.dft,N/A,N/A,N/A
rc.1-5-sc-repair.dft,N/A,N/A,N/A
rc.10-1-hc-repair.dft,N/A,N/A,N/A
rc.10-1-sc-repair.dft,N/A,N/A,N/A
rc.10-10-hc-repair.dft,N/A,N/A,N/A
rc.10-10-sc-repair.dft,N/A,N/A,N/A
rc.15-1-hc-repair.dft,N/A,N/A,N/A
rc.15-1-sc-repair.dft,N/A,N/A,N/A
rc.15-15-hc-repair.dft,N/A,N/A,N/A
rc.15-15-sc-repair.dft,N/A,N/A,N/A
rc.2-1-hc-repair.dft,N/A,N/A,N/A
rc.2-1-sc-repair.dft,N/A,N/A,N/A
rc.2-2-hc-repair.dft,N/A,N/A,N/A
rc.2-2-sc-repair.dft,N/A,N/A,N/A
rc.2-3-hc-repair.dft,N/A,N/A,N/A
rc.2-3-sc-repair.dft,N/A,N/A,N/A
rc.2-4-hc-repair.dft,N/A,N/A,N/A
rc.2-4-sc-repair.dft,N/A,N/A,N/A
rc.20-1-hc-repair.dft,N/A,N/A,N/A
rc.20-1-sc-repair.dft,N/A,N/A,N/A
rc.20-20-hc-repair.dft,N/A,N/A,N/A
rc.20-20-sc-repair.dft,N/A,N/A,N/A
rc.25-1-hc-repair.dft,N/A,N/A,N/A
rc.25-1-sc-repair.dft,N/A,N/A,N/A
rc.25-25-hc-repair.dft,N/A,N/A,N/A
rc.25-25-sc-repair.dft,N/A,N/A,N/A
rc.3-1-hc-repair.dft,N/A,N/A,N/A
rc.3-1-sc-repair.dft,N/A,N/A,N/A
rc.3-2-hc-repair.dft,N/A,N/A,N/A
rc.3-2-sc-repair.dft,N/A,N/A,N/A
rc.3-3-hc-repair.dft,N/A,N/A,N/A
rc.3-3-sc-repair.dft,N/A,N/A,N/A
rc.3-4-hc-repair.dft,N/A,N/A,N/A
rc.3-4-sc-repair.dft,N/A,N/A,N/A
rc.30-1-hc-repair.dft,N/A,N/A,N/A
rc.30-1-sc-repair.dft,N/A,N/A,N/A
rc.30-30-hc-repair.dft,N/A,N/A,N/A
rc.30-30-sc-repair.dft,N/A,N/A,N/A
rc.4-1-hc-repair.dft,N/A,N/A,N/A
rc.4-1-sc-repair.dft,N/A,N/A,N/A
rc.4-2-hc-repair.dft,N/A,N/A,N/A
rc.4-2-sc-repair.dft,N/A,N/A,N/A
rc.4-3-hc-repair.dft,N/A,N/A,N/A
rc.4-3-sc-repair.dft,N/A,N/A,N/A
rc.4-4-hc-repair.dft,N/A,N/A,N/A
rc.4-4-sc-repair.dft,N/A,N/A,N/A
rc.5-1-hc-repair.dft,N/A,N/A,N/A
rc.5-1-sc-repair.dft,N/A,N/A,N/A
rc.5-5-hc-repair.dft,N/A,N/A,N/A
rc.5-5-sc-repair.dft,N/A,N/A,N/A
vgs_1-repair.dft,N/A,N/A,N/A
vgs_2-repair.dft,N/A,N/A,N/A
vgs_3-repair.dft,N/A,N/A,N/A
vgs_4-repair.dft,N/A,N/A,N/A
vgs_5-repair.dft,N/A,N/A,N/A
vgs_6-repair.dft,N/A,N/A,N/A
vgs_7-repair.dft,N/A,N/A,N/A
vgs_8-repair.dft,N/A,N/A,N/A
