benchmarkName countNodes dynamic repair partialObservable FAULT AND OR VOTE SPARE POR_I PAND_I SAND POR PAND BASIC_EVENT FDEP RDEP PDEP MONITOR DELAY SEQ
cm_1_1_3_dp_x-repair.dft 48 true true false 17 2 7 0 6 0 0 0 0 0 16 0 0 0 0 0 0
cm_1_1_3_sp_x-repair.dft 45 true true false 16 1 7 0 6 0 0 0 0 0 15 0 0 0 0 0 0
cm_1_1_4_dp_x-repair.dft 62 true true false 22 2 9 0 8 0 0 0 0 0 21 0 0 0 0 0 0
cm_1_1_4_sp_x-repair.dft 59 true true false 21 1 9 0 8 0 0 0 0 0 20 0 0 0 0 0 0
cm_1_1_5_dp_x-repair.dft 74 true true false 26 2 11 0 10 0 0 0 0 0 25 0 0 0 0 0 0
cm_1_1_5_sp_x-repair.dft 71 true true false 25 1 11 0 10 0 0 0 0 0 24 0 0 0 0 0 0
cm_1_1_6_dp_x-repair.dft 88 true true false 31 2 13 0 12 0 0 0 0 0 30 0 0 0 0 0 0
cm_1_1_6_sp_x-repair.dft 85 true true false 30 1 13 0 12 0 0 0 0 0 29 0 0 0 0 0 0
cm_1_1_7_dp_x-repair.dft 100 true true false 35 2 15 0 14 0 0 0 0 0 34 0 0 0 0 0 0
cm_1_1_7_sp_x-repair.dft 97 true true false 34 1 15 0 14 0 0 0 0 0 33 0 0 0 0 0 0
cm_1_1_8_dp_x-repair.dft 114 true true false 40 2 17 0 16 0 0 0 0 0 39 0 0 0 0 0 0
cm_1_1_8_sp_x-repair.dft 111 true true false 39 1 17 0 16 0 0 0 0 0 38 0 0 0 0 0 0
cm_1_1_9_dp_x-repair.dft 126 true true false 44 2 19 0 18 0 0 0 0 0 43 0 0 0 0 0 0
cm_1_1_9_sp_x-repair.dft 123 true true false 43 1 19 0 18 0 0 0 0 0 42 0 0 0 0 0 0
cm_2_1_2_dp_x-repair.dft 72 true true false 25 5 10 0 8 0 0 0 0 0 24 0 0 0 0 0 0
cm_2_1_2_sp_x-repair.dft 66 true true false 23 3 10 0 8 0 0 0 0 0 22 0 0 0 0 0 0
cm_2_1_3_dp_x-repair.dft 96 true true false 33 5 14 0 12 0 0 0 0 0 32 0 0 0 0 0 0
cm_2_1_3_sp_x-repair.dft 90 true true false 31 3 14 0 12 0 0 0 0 0 30 0 0 0 0 0 0
cm_2_1_4_dp_x-repair.dft 124 true true false 43 5 18 0 16 0 0 0 0 0 42 0 0 0 0 0 0
cm_2_1_4_sp_x-repair.dft 118 true true false 41 3 18 0 16 0 0 0 0 0 40 0 0 0 0 0 0
cm_2_2_2_dp_x-repair.dft 72 true true false 25 4 11 0 8 0 0 0 0 0 24 0 0 0 0 0 0
cm_2_2_2_sp_x-repair.dft 66 true true false 23 2 11 0 8 0 0 0 0 0 22 0 0 0 0 0 0
cm_2_2_3_dp_x-repair.dft 96 true true false 33 4 15 0 12 0 0 0 0 0 32 0 0 0 0 0 0
cm_2_2_3_sp_x-repair.dft 90 true true false 31 2 15 0 12 0 0 0 0 0 30 0 0 0 0 0 0
cm_2_2_4_dp_x-repair.dft 124 true true false 43 4 19 0 16 0 0 0 0 0 42 0 0 0 0 0 0
cm_2_2_4_sp_x-repair.dft 118 true true false 41 2 19 0 16 0 0 0 0 0 40 0 0 0 0 0 0
cm_3_1_2_dp_x-repair.dft 107 true true false 37 7 15 0 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_1_2_sp_x-repair.dft 98 true true false 34 4 15 0 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_1_3_dp_x-repair.dft 143 true true false 49 7 21 0 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_1_3_sp_x-repair.dft 134 true true false 46 4 21 0 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_1_4_dp_x-repair.dft 185 true true false 64 7 27 0 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_1_4_sp_x-repair.dft 176 true true false 61 4 27 0 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_2_2_dp_x-repair.dft 107 true true false 37 6 15 1 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_2_2_sp_x-repair.dft 98 true true false 34 3 15 1 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_2_3_dp_x-repair.dft 143 true true false 49 6 21 1 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_2_3_sp_x-repair.dft 134 true true false 46 3 21 1 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_2_4_dp_x-repair.dft 185 true true false 64 6 27 1 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_2_4_sp_x-repair.dft 176 true true false 61 3 27 1 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_3_2_dp_x-repair.dft 107 true true false 37 6 16 0 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_3_2_sp_x-repair.dft 98 true true false 34 3 16 0 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_3_3_dp_x-repair.dft 143 true true false 49 6 22 0 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_3_3_sp_x-repair.dft 134 true true false 46 3 22 0 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_3_4_dp_x-repair.dft 185 true true false 64 6 28 0 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_3_4_sp_x-repair.dft 176 true true false 61 3 28 0 24 0 0 0 0 0 60 0 0 0 0 0 0
hecs_1_1-repair.dft 32 true true false 13 2 2 1 2 0 0 0 0 0 12 0 0 0 0 0 0
hecs_2_1-repair.dft 64 true true false 25 5 4 2 4 0 0 0 0 0 24 0 0 0 0 0 0
hecs_2_2-repair.dft 64 true true false 25 4 5 2 4 0 0 0 0 0 24 0 0 0 0 0 0
hecs_3_1-repair.dft 95 true true false 37 7 6 3 6 0 0 0 0 0 36 0 0 0 0 0 0
hecs_3_3-repair.dft 95 true true false 37 6 7 3 6 0 0 0 0 0 36 0 0 0 0 0 0
hecs_4_1-repair.dft 126 true true false 49 9 8 4 8 0 0 0 0 0 48 0 0 0 0 0 0
hecs_4_2-repair.dft 126 true true false 49 8 8 5 8 0 0 0 0 0 48 0 0 0 0 0 0
hecs_4_3-repair.dft 126 true true false 49 8 8 5 8 0 0 0 0 0 48 0 0 0 0 0 0
hecs_4_4-repair.dft 126 true true false 49 8 9 4 8 0 0 0 0 0 48 0 0 0 0 0 0
hecs_5_1-repair.dft 157 true true false 61 11 10 5 10 0 0 0 0 0 60 0 0 0 0 0 0
hecs_5_5-repair.dft 157 true true false 61 10 11 5 10 0 0 0 0 0 60 0 0 0 0 0 0
hecs_6_1-repair.dft 188 true true false 73 13 12 6 12 0 0 0 0 0 72 0 0 0 0 0 0
hecs_6_6-repair.dft 188 true true false 73 12 13 6 12 0 0 0 0 0 72 0 0 0 0 0 0
hecs_7_1-repair.dft 219 true true false 85 15 14 7 14 0 0 0 0 0 84 0 0 0 0 0 0
hecs_7_7-repair.dft 219 true true false 85 14 15 7 14 0 0 0 0 0 84 0 0 0 0 0 0
hecs_8_1-repair.dft 250 true true false 97 17 16 8 16 0 0 0 0 0 96 0 0 0 0 0 0
hecs_8_8-repair.dft 250 true true false 97 16 17 8 16 0 0 0 0 0 96 0 0 0 0 0 0
hemps-repair.dft 33 true true false 11 2 5 0 2 0 0 0 0 2 10 1 0 0 0 0 0
nppwp-repair.dft 24 true true false 8 0 4 0 3 0 0 0 0 1 7 1 0 0 0 0 0
rc.1-1-hc-repair.dft 57 true true false 22 2 4 2 3 0 0 0 0 1 21 2 0 0 0 0 0
rc.1-1-sc-repair.dft 25 true true false 10 0 2 1 1 0 0 0 0 1 9 1 0 0 0 0 0
rc.1-10-hc-repair.dft 139 true true false 49 2 14 2 12 0 0 0 0 10 48 2 0 0 0 0 0
rc.1-10-sc-repair.dft 107 true true false 37 0 12 1 10 0 0 0 0 10 36 1 0 0 0 0 0
rc.1-15-hc-repair.dft 184 true true false 64 2 19 2 17 0 0 0 0 15 63 2 0 0 0 0 0
rc.1-15-sc-repair.dft 152 true true false 52 0 17 1 15 0 0 0 0 15 51 1 0 0 0 0 0
rc.1-2-hc-repair.dft 67 true true false 25 2 6 2 4 0 0 0 0 2 24 2 0 0 0 0 0
rc.1-2-sc-repair.dft 35 true true false 13 0 4 1 2 0 0 0 0 2 12 1 0 0 0 0 0
rc.1-20-hc-repair.dft 229 true true false 79 2 24 2 22 0 0 0 0 20 78 2 0 0 0 0 0
rc.1-20-sc-repair.dft 197 true true false 67 0 22 1 20 0 0 0 0 20 66 1 0 0 0 0 0
rc.1-25-hc-repair.dft 274 true true false 94 2 29 2 27 0 0 0 0 25 93 2 0 0 0 0 0
rc.1-25-sc-repair.dft 242 true true false 82 0 27 1 25 0 0 0 0 25 81 1 0 0 0 0 0
rc.1-3-hc-repair.dft 76 true true false 28 2 7 2 5 0 0 0 0 3 27 2 0 0 0 0 0
rc.1-3-sc-repair.dft 44 true true false 16 0 5 1 3 0 0 0 0 3 15 1 0 0 0 0 0
rc.1-30-hc-repair.dft 319 true true false 109 2 34 2 32 0 0 0 0 30 108 2 0 0 0 0 0
rc.1-30-sc-repair.dft 287 true true false 97 0 32 1 30 0 0 0 0 30 96 1 0 0 0 0 0
rc.1-4-hc-repair.dft 85 true true false 31 2 8 2 6 0 0 0 0 4 30 2 0 0 0 0 0
rc.1-4-sc-repair.dft 53 true true false 19 0 6 1 4 0 0 0 0 4 18 1 0 0 0 0 0
rc.1-5-hc-repair.dft 94 true true false 34 2 9 2 7 0 0 0 0 5 33 2 0 0 0 0 0
rc.1-5-sc-repair.dft 62 true true false 22 0 7 1 5 0 0 0 0 5 21 1 0 0 0 0 0
rc.10-1-hc-repair.dft 166 true true false 67 2 5 11 3 0 0 0 0 1 66 11 0 0 0 0 0
rc.10-1-sc-repair.dft 134 true true false 55 0 3 10 1 0 0 0 0 1 54 10 0 0 0 0 0
rc.10-10-hc-repair.dft 248 true true false 94 2 15 11 12 0 0 0 0 10 93 11 0 0 0 0 0
rc.10-10-sc-repair.dft 216 true true false 82 0 13 10 10 0 0 0 0 10 81 10 0 0 0 0 0
rc.15-1-hc-repair.dft 226 true true false 92 2 5 16 3 0 0 0 0 1 91 16 0 0 0 0 0
rc.15-1-sc-repair.dft 194 true true false 80 0 3 15 1 0 0 0 0 1 79 15 0 0 0 0 0
rc.15-15-hc-repair.dft 353 true true false 134 2 20 16 17 0 0 0 0 15 133 16 0 0 0 0 0
rc.15-15-sc-repair.dft 321 true true false 122 0 18 15 15 0 0 0 0 15 121 15 0 0 0 0 0
rc.2-1-hc-repair.dft 70 true true false 27 2 5 3 3 0 0 0 0 1 26 3 0 0 0 0 0
rc.2-1-sc-repair.dft 38 true true false 15 0 3 2 1 0 0 0 0 1 14 2 0 0 0 0 0
rc.2-2-hc-repair.dft 80 true true false 30 2 7 3 4 0 0 0 0 2 29 3 0 0 0 0 0
rc.2-2-sc-repair.dft 48 true true false 18 0 5 2 2 0 0 0 0 2 17 2 0 0 0 0 0
rc.2-3-hc-repair.dft 89 true true false 33 2 8 3 5 0 0 0 0 3 32 3 0 0 0 0 0
rc.2-3-sc-repair.dft 57 true true false 21 0 6 2 3 0 0 0 0 3 20 2 0 0 0 0 0
rc.2-4-hc-repair.dft 98 true true false 36 2 9 3 6 0 0 0 0 4 35 3 0 0 0 0 0
rc.2-4-sc-repair.dft 66 true true false 24 0 7 2 4 0 0 0 0 4 23 2 0 0 0 0 0
rc.20-1-hc-repair.dft 286 true true false 117 2 5 21 3 0 0 0 0 1 116 21 0 0 0 0 0
rc.20-1-sc-repair.dft 254 true true false 105 0 3 20 1 0 0 0 0 1 104 20 0 0 0 0 0
rc.20-20-hc-repair.dft 458 true true false 174 2 25 21 22 0 0 0 0 20 173 21 0 0 0 0 0
rc.20-20-sc-repair.dft 426 true true false 162 0 23 20 20 0 0 0 0 20 161 20 0 0 0 0 0
rc.25-1-hc-repair.dft 346 true true false 142 2 5 26 3 0 0 0 0 1 141 26 0 0 0 0 0
rc.25-1-sc-repair.dft 314 true true false 130 0 3 25 1 0 0 0 0 1 129 25 0 0 0 0 0
rc.25-25-hc-repair.dft 563 true true false 214 2 30 26 27 0 0 0 0 25 213 26 0 0 0 0 0
rc.25-25-sc-repair.dft 531 true true false 202 0 28 25 25 0 0 0 0 25 201 25 0 0 0 0 0
rc.3-1-hc-repair.dft 82 true true false 32 2 5 4 3 0 0 0 0 1 31 4 0 0 0 0 0
rc.3-1-sc-repair.dft 50 true true false 20 0 3 3 1 0 0 0 0 1 19 3 0 0 0 0 0
rc.3-2-hc-repair.dft 92 true true false 35 2 7 4 4 0 0 0 0 2 34 4 0 0 0 0 0
rc.3-2-sc-repair.dft 60 true true false 23 0 5 3 2 0 0 0 0 2 22 3 0 0 0 0 0
rc.3-3-hc-repair.dft 101 true true false 38 2 8 4 5 0 0 0 0 3 37 4 0 0 0 0 0
rc.3-3-sc-repair.dft 69 true true false 26 0 6 3 3 0 0 0 0 3 25 3 0 0 0 0 0
rc.3-4-hc-repair.dft 110 true true false 41 2 9 4 6 0 0 0 0 4 40 4 0 0 0 0 0
rc.3-4-sc-repair.dft 78 true true false 29 0 7 3 4 0 0 0 0 4 28 3 0 0 0 0 0
rc.30-1-hc-repair.dft 406 true true false 167 2 5 31 3 0 0 0 0 1 166 31 0 0 0 0 0
rc.30-1-sc-repair.dft 374 true true false 155 0 3 30 1 0 0 0 0 1 154 30 0 0 0 0 0
rc.30-30-hc-repair.dft 668 true true false 254 2 35 31 32 0 0 0 0 30 253 31 0 0 0 0 0
rc.30-30-sc-repair.dft 636 true true false 242 0 33 30 30 0 0 0 0 30 241 30 0 0 0 0 0
rc.4-1-hc-repair.dft 94 true true false 37 2 5 5 3 0 0 0 0 1 36 5 0 0 0 0 0
rc.4-1-sc-repair.dft 62 true true false 25 0 3 4 1 0 0 0 0 1 24 4 0 0 0 0 0
rc.4-2-hc-repair.dft 104 true true false 40 2 7 5 4 0 0 0 0 2 39 5 0 0 0 0 0
rc.4-2-sc-repair.dft 72 true true false 28 0 5 4 2 0 0 0 0 2 27 4 0 0 0 0 0
rc.4-3-hc-repair.dft 113 true true false 43 2 8 5 5 0 0 0 0 3 42 5 0 0 0 0 0
rc.4-3-sc-repair.dft 81 true true false 31 0 6 4 3 0 0 0 0 3 30 4 0 0 0 0 0
rc.4-4-hc-repair.dft 122 true true false 46 2 9 5 6 0 0 0 0 4 45 5 0 0 0 0 0
rc.4-4-sc-repair.dft 90 true true false 34 0 7 4 4 0 0 0 0 4 33 4 0 0 0 0 0
rc.5-1-hc-repair.dft 106 true true false 42 2 5 6 3 0 0 0 0 1 41 6 0 0 0 0 0
rc.5-1-sc-repair.dft 74 true true false 30 0 3 5 1 0 0 0 0 1 29 5 0 0 0 0 0
rc.5-5-hc-repair.dft 143 true true false 54 2 10 6 7 0 0 0 0 5 53 6 0 0 0 0 0
rc.5-5-sc-repair.dft 111 true true false 42 0 8 5 5 0 0 0 0 5 41 5 0 0 0 0 0
vgs_1-repair.dft 212 true true false 74 10 27 3 0 0 0 0 0 0 73 15 0 0 0 0 10
vgs_2-repair.dft 198 true true false 68 14 25 1 0 0 0 0 0 0 67 13 0 0 0 0 10
vgs_3-repair.dft 159 true true false 55 10 20 1 0 0 0 0 0 0 54 11 0 0 0 0 8
vgs_4-repair.dft 161 true true false 55 9 21 1 1 0 0 0 0 1 54 11 0 0 0 0 8
vgs_5-repair.dft 164 true true false 56 10 23 1 0 0 0 0 0 0 55 13 0 0 0 0 6
vgs_6-repair.dft 181 true true false 62 12 24 1 0 0 0 0 0 0 61 13 0 0 0 0 8
vgs_7-repair.dft 255 true true false 88 19 30 1 0 0 0 0 0 0 87 16 0 0 0 0 14
vgs_8-repair.dft 294 true true false 100 25 33 1 0 0 0 0 0 0 99 16 0 0 0 0 20
