benchmarkName countNodes dynamic repair partialObservable FAULT AND OR VOTE SPARE POR_I PAND_I SAND POR PAND BASIC_EVENT FDEP RDEP PDEP MONITOR DELAY SEQ
cm_3_1_2_sp_x.dft 98 true false false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_1_3_dp_x.dft 143 true false false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_1_3_sp_x.dft 134 true false false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_1_4_dp_x.dft 185 true false false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_1_4_sp_x.dft 176 true false false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_2_2_dp_x.dft 107 true false false 37 0 0 22 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_2_2_sp_x.dft 98 true false false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_2_3_dp_x.dft 143 true false false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_2_3_sp_x.dft 134 true false false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_2_4_dp_x.dft 185 true false false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_2_4_sp_x.dft 176 true false false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
cm_3_3_2_dp_x.dft 107 true false false 37 0 0 22 12 0 0 0 0 0 36 0 0 0 0 0 0
cm_3_3_2_sp_x.dft 98 true false false 34 0 0 19 12 0 0 0 0 0 33 0 0 0 0 0 0
cm_3_3_3_dp_x.dft 143 true false false 49 0 0 28 18 0 0 0 0 0 48 0 0 0 0 0 0
cm_3_3_3_sp_x.dft 134 true false false 46 0 0 25 18 0 0 0 0 0 45 0 0 0 0 0 0
cm_3_3_4_dp_x.dft 185 true false false 64 0 0 34 24 0 0 0 0 0 63 0 0 0 0 0 0
cm_3_3_4_sp_x.dft 176 true false false 61 0 0 31 24 0 0 0 0 0 60 0 0 0 0 0 0
